name,latitude,longitude,website,categories,sub categories,emails,address_city,phone,address,address_region_1,address_country,opening hours,price level,reviews,rating
Anejos,45.5489765,-94.2180535,http://anejosrestaurant.net/,restaurant|food,restaurant,[],Waite Park,+1 320-774-1004,"234 2nd Ave S, Waite Park, MN 56387, USA",Minnesota,United States,Monday: 11:00 AM � 9:00 PM|Tuesday: 11:00 AM � 9:00 PM|Wednesday: 11:00 AM � 9:00 PM|Thursday: 11:00 AM � 9:00 PM|Friday: 11:00 AM � 10:00 PM|Saturday: 11:00 AM � 10:00 PM|Sunday: 11:00 AM � 8:00 PM,,"[""This is one of the best kept secrets for a surprising good Mexican food here little ole Saint Cloud!
We had wonderful dish called Anejos Molcajete. It was enough to fill the bellies of a small army!
Extremely tasty to boot!!!"", ""Cinco De Mayo, tons of people waiting as expected. Spot at bar open, sit down and wait 10 minutes to be told they're no longer serving food at the bar. """"Get on the list for a table. """" All I wanted was a good margarita and some food. Unacceptable, left and will not be back. The few times I've eaten here the food was ok, central MN Mexican which is bland like cardboard. Avoid, there's plenty of Mexican restaurants in St Cloud that are better. Hell, Taco Bell is better IMO after tonight's BS. "", ""This is the best mexican restaurant in the st.cloud area. The food is the most authentic ive had in the area. The staff is great and super friendly. I recommend to any person looking for a good margarita and good food!!!"", ""I beautiful setting and authentic food. The just keep improving the place but the food has always been the best. Lunch time service was fast and there was no drop in the quality of the dish. Very nice."", ""I love Au00f1ejos. The staff is friendly and fun. And the food is delicious. Try the Au00f1ejos Molcajete or Chile Colorado. They're worth every penny!""]",4.5
Taco John's,44.9634932,-92.9817045,http://locations.tacojohns.com/mn/oakdale/1010-gershwin-avenue-n.html,restaurant|food,fast food restaurant|Fast Food|breakfast restaurant|diner|ethnic foods|fast food container|mexican restaurant|Mexican|restaurant|southwestern us restaurant|tex mex restaurant|western food,[],Saint Paul,+1 651-738-6831,"1010 Gershwin Ave N, St Paul, MN 55128, USA",Minnesota,United States,Monday: 7:00 AM � 10:00 PM|Tuesday: 7:00 AM � 10:00 PM|Wednesday: 7:00 AM � 10:00 PM|Thursday: 7:00 AM � 10:00 PM|Friday: 7:00 AM � 10:00 PM|Saturday: 7:00 AM � 10:00 PM|Sunday: 8:00 AM � 10:00 PM,1,"[""Staff are kind, quick and competent. This is one of the last T. Johns around the twin cities and it's a good one. I generally dislike Taco Johns, but for those who like it, it will not disappoint."", ""Always great food and the staffs are very nice.  If you go try the scrambler burrito for breakfast but try it with the pork."", ""Food is always good but I was in drive through for 15 minutes and didn't even get a """"sorry for the wait""""."", ""Good food super nice staff, six pack and a pound is a great deal!"", ""Street tacos taste bland. Donuts are good af though.""]",3.6
Pair of Dice Pizza,45.0093323,-93.3149923,http://www.pairofdicepizza.com/,restaurant|meal takeaway|food,restaurant|fast food container|meal takeaway|pizza restaurant|Pizza|pizzas|western food,"[""info@pairofdicepizza.com""]",Minneapolis,+1 612-522-3423,"2715 W Broadway Ave, Minneapolis, MN 55411, USA",Minnesota,United States,Monday: 4:00 � 10:00 PM|Tuesday: 4:00 � 10:00 PM|Wednesday: 4:00 � 10:00 PM|Thursday: 4:00 � 10:00 PM|Friday: 11:00 AM � 11:00 PM|Saturday: 11:00 AM � 11:00 PM|Sunday: 11:00 AM � 10:00 PM,1,"[""Came in and ordered some fries and they hooked me up with some ribletts that were sbsolutly delicious ! Never expected that from a pizza place.  The guys working in there were nice and friendly. I defiantly suggest every one try this place"", ""What a price for unnatural, uncooked chicken after I said THREE times, """"WELL DONE PLEASE"""". It was ghetto & gross. They wasted my food, I wasted my money. I poss twiceud83dude12 Don't come here."", ""The food is everything, but customer service sucks. I've been waiting 2 hrs for a delivery! 
I called and inquired about my order and it was totally wrong and staff was extremely rude about the situation. 
I'm profoundly dissatisfied and Pair Of Dice will NOT continue to order from this particular restaurant. 
Thanks, but no thanks!"", ""It's one of the only pizza places that deliver to my area in Minneapolis. Pizza is outstanding if your looking for the """"New York"""" type pie. The rib tips are legit as well. Definitely recommend them. "", ""Best pizza ever. OMG. And the ribs...ud83dude0dud83dude0dud83dude0d Add the great service and it can't be beat.""]",3.6
Jamba Juice,44.8663532,-93.3265822,http://locations.jambajuice.com/mn/edina/7511-france-ave.-south.html,restaurant|food,juice shop|restaurant,[],Edina,+1 952-842-9251,"7511 France Ave S, Edina, MN 55435, USA",Minnesota,United States,Monday: 7:00 AM � 9:00 PM|Tuesday: 7:00 AM � 9:00 PM|Wednesday: 7:00 AM � 9:00 PM|Thursday: 7:00 AM � 9:00 PM|Friday: 7:00 AM � 9:00 PM|Saturday: 8:00 AM � 9:00 PM|Sunday: 9:00 AM � 8:00 PM,1,"[""Mango chilli smoothie - not a menu item, but they make it on request. Best tasting smoothie out there "", ""I tried the kale lemonade - it was grossly sweet and gave me a stomach ache.  Maybe the size was too big or something."", ""Great energy refilling drinksud83dudc4cud83dudc4cud83dudc4cud83dudc4c"", ""Typical Jamba juice. Fast and friendly service."", ""This is one of the best places I've ever been for customer service. Nicest staff in the world. Best smoothies I've ever had, and clean store. Would recommend this specific location to anyone.""]",4.4
Woods Cafe-A'Viands,45.0153708,-93.4546255,http://aviandscafe.com/atria/,cafe|restaurant|food,cafe|coffee|restaurant,"[""atria@aviands.com""]",Minneapolis,+1 763-208-7737,"3033 Campus Dr, Minneapolis, MN 55441, USA",Minnesota,United States,Monday: 7:30 AM � 2:00 PM|Tuesday: 7:30 AM � 2:00 PM|Wednesday: 7:30 AM � 2:00 PM|Thursday: 7:30 AM � 2:00 PM|Friday: 7:30 AM � 2:00 PM|Saturday: Closed|Sunday: Closed,,[],
Fireside Lounge,44.4063674,-93.0392731,http://www.firesidelounge.net/,night club|bar|restaurant|food,lounge|bars and pubs|dancing|discos and night clubs|restaurant,[],Dennison,+1 507-645-9992,"37540 Goodhue Ave, Dennison, MN 55018, USA",Minnesota,United States,Monday: Closed|Tuesday: 11:00 AM � 9:00 PM|Wednesday: 11:00 AM � 9:00 PM|Thursday: 11:00 AM � 9:00 PM|Friday: 11:00 AM � 10:00 PM|Saturday: 11:00 AM � 10:00 PM|Sunday: 9:00 AM � 9:00 PM,,"[""Nice beer selection.  Weekend specials are all great.  Full regular menu very good.  Hidden gem"", ""I've only eaten there twice but that's only  because i live in Arizona.  Both times i had great food their chili is gotta be the best. Their spirits weren't bad either."", ""Great food, great service ud83cudf54ud83cudf5fud83cudf72ud83cudf7a"", ""Just had dinner with friend and wife. Everything was great as always. Will be going back soon. Nice to have a quality place close by."", ""So glad to find a new place that is close to home. Great service and Ashley was great.""]",4.1
Dairy Queen Store,43.6668742,-92.9890374,http://www.dairyqueen.com/,restaurant|food,fast food restaurant|Fast Food|fast food container,[],Austin,+1 507-433-1369,"1200 W Oakland Ave, Austin, MN 55912, USA",Minnesota,United States,,1,"[""Great food and cooked to order, so it's nice and fresh. I love the variety of ice cream and orange julius choices, as well as great cake selection!"", ""Best Blizzards this side of I-90!"", ""The foods are right the service could be a lot better though"", ""I love the day time crew and who ever works the grill. Night time experience not so well very rude lady that works with short kinda reddish brownish hair will only go in during the day time. Love the music that is played"", ""Delicious food and awesome desserts""]",3.9
Dairy Queen Ltd Brazier,43.978418,-94.6144933,http://www.dairyqueen.com/,restaurant|food,fast food restaurant|Fast Food|fast food container,[],Saint James,+1 507-375-4820,"1312 7th Ave S, St James, MN 56081, USA",Minnesota,United States,Monday: 11:00 AM � 9:00 PM|Tuesday: 11:00 AM � 9:00 PM|Wednesday: 11:00 AM � 9:00 PM|Thursday: 11:00 AM � 9:00 PM|Friday: 11:00 AM � 9:00 PM|Saturday: 11:00 AM � 9:00 PM|Sunday: 11:00 AM � 9:00 PM,1,"[""Very good and it's not just dessert it's also supper"", ""The bathroom was disgusting, the pull down cloth towels was brown and dirty. They don't serve hot food even though they have pictures of it on Google. "", ""Friendly staff great ice cream chilly dogs are the best.."", ""Closed for the season :("", ""kurt give me free ice cream love neafue alex T""]",4.3
Front Row Live inc.,40.4657468,-86.1159371,https://www.facebook.com/FrontRowLiveKokomo/,bar|restaurant|food,live music venue|bar|bars and pubs|family restaurant|western food,[],Kokomo,+1 765-327-7475,"1833 S Plate St, Kokomo, IN 46902, USA",Indiana,United States,Monday: 8:00 PM � 3:00 AM|Tuesday: 8:00 PM � 3:00 AM|Wednesday: 8:00 PM � 3:00 AM|Thursday: 8:00 PM � 3:00 AM|Friday: 8:00 PM � 3:00 AM|Saturday: 8:00 PM � 3:00 AM|Sunday: 8:00 PM � 3:00 AM,,"[""This place is amazing! So glad we have a live venue for major artists. Can't wait to go back."", """", """", """", """"]",4
Red Robin Gourmet Burgers,39.992411,-85.929869,http://www.redrobin.com/locations?utm_source=google&utm_medium=distrib&utm_campaign=google-distrib,restaurant|food,hamburger restaurant|Hamburger|fast food container|western food,[], in comparison to most places.  I would highly recommend stopping by if you ever have the opportuni,+1 317-773-8150,"13215 Harrell Pkwy, Noblesville, IN 46060, USA",Noblesville," and did I mention the food is amazing?

I feel almost as if the food the cooks make at this place ",Monday: 11:00 AM � 10:00 PM|Tuesday: 11:00 AM � 10:00 PM|Wednesday: 11:00 AM � 10:00 PM|Thursday: 11:00 AM � 10:00 PM|Friday: 11:00 AM � 11:00 PM|Saturday: 11:00 AM � 11:00 PM|Sunday: 11:00 AM � 10:00 PM, the place is well k,"[""Food was great. Service was fast. Quiet in the bar. Substitutions were no problem. Got a royal burger with a lettuce bun and french onion soup. Good low carb place to eat."", ""I legitimately love this place! The food always taste amazing, the staff is super friendly and charismatic. I honestly feel like I can talk to them as people instead of: """"People at a job""",3.7
Boston Market,39.7743432,-85.992399,http://www.bostonmarket.com/home,restaurant|meal takeaway|food,restaurant|american restaurant|American|catering|chicken restaurant|Chicken|fast food container|meal takeaway|sandwich shop|Sandwich|western food,"[""bostonmarketpr@icrinc.com""]",Indianapolis,+1 317-895-5853,"9961 E Washington St, Indianapolis, IN 46229, USA",Indiana,United States,Monday: 10:30 AM � 10:00 PM|Tuesday: 10:30 AM � 10:00 PM|Wednesday: 10:30 AM � 10:00 PM|Thursday: 10:30 AM � 10:00 PM|Friday: 10:30 AM � 10:30 PM|Saturday: 10:30 AM � 10:30 PM|Sunday: 10:30 AM � 10:00 PM,1,"[""Didn't have to wait for the food. It was automatically ready and fresh. The staff here are very friendly and add to the genuine experience you get from coming here. I highly recommend."", ""This Boston Market has fresh meal options. If you buy a meal during the week, you will find a coupon on your receipt for a BOGO for the following Saturday."", ""Overpriced good home cooking kind of food. Recent visit they were out of meatloaf, what I was craving so we left."", ""Home cooked food fast, hot and soooo good! The rotissarie chicken is seasoned to perfection and so tender and I love the creamed spinach."", ""Always fresh and delicious. 
I got the 3 piece dark meal with 2 sides and a drink. The chicken is always juicy and tender with great flavor and the sides I get are great. The sweet potatoes are fabulous. 
It's a little pricey but it is great food for your money. ""]",4.5
KFC,39.959763,-86.126424,https://www.kfc.com/store-locator,restaurant|food,fast food restaurant|Fast Food|american restaurant|American|chicken restaurant|Chicken|chicken wings restaurant|Chicken Wings|fast food container|western food,"[""copyright@kfc.com""]",Carmel,+1 317-846-4107,"1331 S Rangeline Rd, Carmel, IN 46032, USA",Indiana,United States,Monday: 10:30 AM � 10:00 PM|Tuesday: 10:30 AM � 10:00 PM|Wednesday: 10:30 AM � 10:00 PM|Thursday: 10:30 AM � 10:00 PM|Friday: 10:30 AM � 10:00 PM|Saturday: 10:30 AM � 10:00 PM|Sunday: 10:30 AM � 10:00 PM,1,"[""Got the 5 dollar fill up and charged me for my drink. Pretty sure it comes with it. Had to ask for our biscuits, sides, and cookies. Seemed like they had zero idea going on. One star for the food being decent at least."", ""Good sitting place 
Nice n clean 
But less peple mean u cannot get fresh hot food"", ""Fast, friendly service.  Very clean restrooms and tables.  Food was hot.  I ordered Nashville Hot chicken and I got what appeared to be Crispy recipe instead.  I didn't know until after I started eating because I had never had it before.  It still tasted great, so I didn't send it back."", ""After several weeks of catchy commercials, I recently caved and went to KFC for lunch.  I was pleasantly surprised by the entire experience.  This particular location seems to be new or newly remodeled.  The building seemed well-maintained and clean.  The staff was very attentive and efficient.  The food was hot, and delicious.  I would visit this store again and recommend it to anyone that wants fried chicken for lunch.  I will probably consider visiting other KFC locations after this positive experience."", ""Good food. Great service. The gentlemen offered to help me to the car with my bag of food as I had a toddler that insisted on being carried. ""]",3.4
Auntie Anne's Pretzels,41.0744191,-85.2177265,http://www.auntieannes.com/,bakery|cafe|restaurant|food|store,pretzel store|baked goods store|bakeries and patisseries|bakery|cafe|coffee|food products|restaurant,"[""customercare@auntieannesinc.com"", ""nutrition@auntieannesinc.com"", ""pretzelperksfeedback@auntieannes.com""]",Fort Wayne,+1 260-436-6117,"5903 Illinois Rd, Fort Wayne, IN 46804, USA",Indiana,United States,Monday: 10:00 AM � 9:00 PM|Tuesday: 10:00 AM � 9:00 PM|Wednesday: 10:00 AM � 9:00 PM|Thursday: 10:00 AM � 9:00 PM|Friday: 10:00 AM � 9:00 PM|Saturday: 10:00 AM � 9:00 PM|Sunday: 10:00 AM � 9:00 PM,1,[],
Magoo's California Pizza,39.7641687,-86.3353662,http://www.magooscalpizza.com/,restaurant|food,restaurant|fast food container|pizza restaurant|Pizza|pizzas|western food,"[""4alaaawan@gmail.com""]",Avon,+1 317-271-4411,"10584 US-36, Avon, IN 46123, USA",Indiana,United States,Monday: Closed|Tuesday: 11:00 AM � 10:00 PM|Wednesday: 11:00 AM � 10:00 PM|Thursday: 11:00 AM � 10:00 PM|Friday: 11:00 AM � 11:00 PM|Saturday: 11:00 AM � 11:00 PM|Sunday: 11:00 AM � 10:00 PM,,"[""If you wanna try variety of Desi styled pizza. Look no further - Magoo's pizza has been around for over a decade & I know the family personally - very genuinely caring  owner!! 
Definitely it will sizzle your taste buds!"", ""Tried this place out since it had five stars and was very satisfied.  They have two sauces, traditional and garlic and while the garlic was good I really liked the traditional.  Garlic lovers though would love it.  The staff including a young man named Aladdin were courteous and very nice "", ""The Chicken Tikka Pizza with the Garlic sauce and Jalapenos is amazing.  This will be my go to pizza spot from now on."", ""The large combination Pizza is amazing and it was my first time at Magoo's. For the sauce I did half traditional and half garlic sauce which is a white sauce. I would definitely go there again!"", ""Super quick delivery. Always friendly. Good prices. Wings are fantastic! Favorite pizza in Avon!""]",4.8
Hardee's,40.5060662,-86.1123508,http://www.hardees.com/locations,restaurant|food,fast food restaurant|Fast Food|fast food container|hamburger restaurant|Hamburger|restaurant|western food,"[""support@superstarrewards.com""]",Kokomo,+1 765-456-3140,"1500 E Morgan St, Kokomo, IN 46901, USA",Indiana,United States,Monday: 5:00 AM � 10:00 PM|Tuesday: 5:00 AM � 10:00 PM|Wednesday: 5:00 AM � 10:00 PM|Thursday: 5:00 AM � 10:00 PM|Friday: 5:00 AM � 10:00 PM|Saturday: 5:00 AM � 10:00 PM|Sunday: 6:00 AM � 9:00 PM,1,"[""Good service and fresh made food"", ""I have been a huge fan of the Frisco breakfast sandwich for more than 20 years, they still make it just right!!"", ""Excellent service and food.  Clean and friendly.  Recommended. "", ""The new manager not doing a very good job, always out a food, no forks, we eat here every  morning, may go somewhere else. Thanks"", ""In my opinion they have the best burgers in town, the curly fries are great and the staff is very friendly. ""]",3.8
Penn Station East Coast Subs,39.492854,-86.0639,http://www.penn-station.com/,meal takeaway|restaurant|food|store,sandwich shop|Sandwich|american restaurant|American|deli|fast food container|fast food restaurant|Fast Food|food products|meal takeaway|restaurant|western food,[],Franklin,+1 317-346-7366,"1143 N Morton St, Franklin, IN 46131, USA",Indiana,United States,Monday: 11:00 AM � 10:00 PM|Tuesday: 11:00 AM � 10:00 PM|Wednesday: 11:00 AM � 10:00 PM|Thursday: 11:00 AM � 10:00 PM|Friday: 11:00 AM � 10:00 PM|Saturday: 11:00 AM � 10:00 PM|Sunday: 12:00 � 8:00 PM,1,"[""The subs here are pretty delicious and reasonably priced. However, with that said, I had to lower their rating by a star because they put marinara sauce on their Philly Steak and Cheese and that is not only not done on the East Coast (lived there for thirty years and never saw it done once) it is borderline sacrilegious."", ""They make a great sandwich here. Good young staff and very friendly 
"", ""Chicken teriyaki is great and fries are always fresh"", ""Best Pen Station in the state."", ""Just like any other pen station. ""]",4.4
ATHENS ON 86th,39.9135053,-86.2007093,http://www.athenson86th.com/,restaurant|food,greek restaurant|Greek|european restaurant|mediterranean restaurant|Mediterranean|western food,"[""athenson86th@gmail.com""]",Indianapolis,+1 317-879-8644,"2284 W 86th St, Indianapolis, IN 46260, USA",Indiana,United States,Monday: Closed|Tuesday: 11:00 AM � 9:00 PM|Wednesday: 11:00 AM � 9:00 PM|Thursday: 11:00 AM � 9:00 PM|Friday: 11:00 AM � 10:00 PM|Saturday: 11:00 AM � 10:00 PM|Sunday: 11:00 AM � 9:00 PM,2,"[""Best Family Restaurant on Indy's Northside. Omg the food is absolutely delicious. You have to ask for Shelly and let her choose your food. Sit back have fun. Great patio."", ""Waitress from Greece was fantastic and memorable. The sagataki (sp?) was fun and delicious. Opa! Mousaki and the elbow pasta version of it were on the bland side. Triangle shaped croissant breaded grape leaves were tasty. It had a difficult name. Very friendly atmosphere. Felt like a great place to spend with friends. "", ""Everything we ate was lovely and the waitress was friendly, helpful and attentive. Great lunch spot."", ""Enjoyed lunch, great service, good atmosphere"", ""Gyro consisted of pita and top of it meat half slide tomato and some pcs of onion.... Tried to tell waiter, he told me theres no time to talk about the food and that this is america and not greece... Thats why i wont come here ever again... (Gyro should include: meet, tomatos, onions, pepper and ofcourse if its greek restaurant OLIVES!!!) 
It felt like they had no clue about greek kitchen... ""]",4.4
McDonald's,39.6659089,-86.0979711,http://www.mcdonalds.com/,cafe|restaurant|food|store,fast food restaurant|Fast Food|breakfast restaurant|coffe container|coffee|coffee shop|fast food container|hamburger restaurant|Hamburger|ice cream shop|restaurant|salad shop|Salad|sandwich shop|Sandwich|sweets|tea and coffee merchant|western food,[],Indianapolis,+1 317-755-1115,"4044 E Southport Rd, Indianapolis, IN 46237, USA",Indiana,United States,Monday: 5:00 AM � 11:00 PM|Tuesday: 5:00 AM � 11:00 PM|Wednesday: 5:00 AM � 11:00 PM|Thursday: 5:00 AM � 11:00 PM|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: 5:00 AM � 11:00 PM,1,"[""Good overall.  Nice modern look.  Friendly employees, quick service.  Only a small mistake: I ordered a combo with a drink and another drink in addition to that.  I only got one drink (the additional one).  I looked at the receipt and the order was understood correctly by the cashier (I paid for two drinks).  I didn't bother to go back for the other one because my son was acting up.  I know this is an easy mistake to make so I'm not too upset.  Otherwise I had a very good experience."", ""I swore I'd never go back to any McDonald's EVER! But when your as hungry as I was during work, you can't be too picky. With that said, this is hands down the best staff at any fast food restaurant I've been to. Both the girl at the first window ( Madeline) and the woman at the second (Melody), we're more than polite. The greeted me with smiles and actually said 'hello' like they meant it. They made sure my order was correct, everything was in my bag. I mean, no other fast food place, including other McDonald's, has ever done that for me. To the staff here on Southport, keep it up! I will come by again."", ""An African American female employee was eating French fries off the counter in front of her register while taking my order. Absolutely disgusting and unprofessional. "", ""A little crowded here, but this restaurant is pretty good compared to other McDonald's locations in the area. The food is consistent, and service is pretty fast considering the large number of people who come here. "", ""As we were ordering the food was coming on our trey. It was hot my dad loved and was exited that the mcrib was back. Although I herd someone on the staff tell someone else to shut up other than that it was great""]",3.4
QDOBA Mexican Eats,38.3295062,-85.7595456,https://www.qdoba.com/,bar|restaurant|food|store,mexican restaurant|Mexican|b to b companies|bar and grill|Grill|bars and pubs|box lunch supplier|brunch restaurant|business service|catering service|delivery service|ethnic foods|fast food container|fast food restaurant|Fast Food|party service|restaurant|tex mex restaurant|western food,[],Clarksville,+1 812-206-2077,"1305 Veterans Pkwy #500, Clarksville, IN 47129, USA",Indiana,United States,Monday: 10:30 AM � 10:30 PM|Tuesday: 10:30 AM � 10:30 PM|Wednesday: 10:30 AM � 10:30 PM|Thursday: 10:30 AM � 10:30 PM|Friday: 10:30 AM � 10:30 PM|Saturday: 10:30 AM � 10:30 PM|Sunday: 10:30 AM � 10:30 PM,1,"[""Good food. Nice people. Clean."", ""I love qdoba, but this store is the worst in the area. The manager there will belittle the employees right in front of the customers. She's done this the past 2 times I've been there. She is so extreme with it, that it actually embarrasses me as a customer. The portion sizes are almost half of what you will get if you go up the road to the one in new albany. Save yourself money and humiliation and skip this store. Qdoba needs to seriously address this issue before I bring my business back to this store. I complained last time she did this, but apparently qdoba didn't care because it just happened again."", ""This was the worst Qdoba I've been to. The employees seemed incredibly slow and lazy. I usually do not post reviews but this was the second time with the same type of service. "", ""I love the fresh choices! This is a great location!"", ""Good:  Compared to other Q's, my food was probably the freshest and most well prepared... I commented about how colorful and bright it was.  Not that other Q's are bad, this just happened to be a tiny notch better.

Bad:  Empty ice tea containers at drink station.""]",3.9
Pita Village,41.179413,-85.135619,http://www.pitavillage.com/,restaurant|food,greek restaurant|Greek|western food,"[""your@email.com""]",Fort Wayne,+1 260-619-3604,"511 E Dupont Rd, Fort Wayne, IN 46825, USA",Indiana,United States,Monday: 11:00 AM � 4:00 PM|Tuesday: 11:00 AM � 4:00 PM|Wednesday: 11:00 AM � 4:00 PM|Thursday: 11:00 AM � 4:00 PM|Friday: 11:00 AM � 8:00 PM|Saturday: 11:00 AM � 8:00 PM|Sunday: Closed,,"[""I was very impressed by the Pita Village! It is a small place kind of tucked away, but the food was amazing. By far the most authentic Mediterranean food in the city. The meat was expertly spiced and the hummus was on point. The staff was very friendly and appreciative of our business. I will be returning!"", ""Excellent place. Delicious Greek food. The staff is super convivial. Very pleasing eastern European themed music and ambience. Hidden gem in Fort Wayne. I will visit many more times."", ""Food was great. Kitchen had a """"technical difficulty"""" but they brought out pita chips and dip for everyone waiting. Everything turned out just fine and I'll be back soon."", ""My husband and I come here at least once a week. The gyro plate is best value! Super friendly and delicious!"", ""Best Greek food in Fort Wayne! Best owners in the city!""]",4.7
Arby's,40.2793067,-86.4787905,http://locations.arbys.com/us/in/frankfort/2446-e-wabash-st.html,restaurant|food,fast food restaurant|Fast Food|american restaurant|American|family restaurant|fast food container|sandwich shop|Sandwich|western food,[],Frankfort,+1 765-654-7647,"2446 E Wabash St, Frankfort, IN 46041, USA",Indiana,United States,Monday: 10:00 AM � 12:00 AM|Tuesday: 10:00 AM � 12:00 AM|Wednesday: 10:00 AM � 12:00 AM|Thursday: 10:00 AM � 12:00 AM|Friday: 10:00 AM � 1:00 AM|Saturday: 10:00 AM � 1:00 AM|Sunday: 10:00 AM � 12:00 AM,1,"[""Employees are Friendly and show that they care for their customers.. Fast and Friendly is what they give here at Arby's Frankfort, IN"", ""I don't know who the jackass was that keeps pissing all over the condiments dispenser, but it makes me laugh every time. I obviously won't eat here, but the entertainment is nice. Also, the hobo that used to sit on the corner by Walmart's entrance doesn't like Arby's. Got him some once because I felt bad, and he threw it away. In conclusion: I love Pissman and hate the frankfort hobo (beggars cant be choosers)."", ""I got a chicken cordon bleu. It was made completely wrong. The chicken was so cold I could barely bite it. The ham wasn't warmed up to melt the cheese. It was the wrong cheese and on the wrong bun. I waited 5 for fresh fries why couldn't I have had a fresh sandwich? The only good part was my fries. I didn't even get a receipt so I could call and complain. It was terrible. "", ""Not enough meat on sandwich for the money"", ""I love the specialty sandwichs""]",3.9
Tegry Bistro,39.9565397,-85.9157826,http://www.tegrybistro.com/tegrybistro.com/locations.html,restaurant|food,restaurant|ethnic foods|japanese food|japanese restaurant|Japanese|japanese steakhouse|seafood restaurant|Seafood|sushi restaurant|Sushi,"[""tegrybistro@sbcglobal.net"", ""tegrybistro@comcast.net""]",Fishers,+1 317-436-8819,"11561 Geist Pavilion Dr #103, Fishers, IN 46037, USA",Indiana,United States,"Monday: 11:00 AM � 2:30 PM, 4:30 � 9:00 PM|Tuesday: 11:00 AM � 2:30 PM, 4:30 � 9:30 PM|Wednesday: 11:00 AM � 2:30 PM, 4:30 � 9:30 PM|Thursday: 11:00 AM � 2:30 PM, 4:30 � 9:30 PM|Friday: 11:00 AM � 2:30 PM, 4:30 � 9:30 PM|Saturday: 12:00 � 9:30 PM|Sunday: 12:00 � 8:30 PM",,"[""The dinner was very good but the portions aren't as big as at some of the other places in town. The cost is a bit higher here, the restaurant is well decorated and very clean, the staff was very friendly and the service prompt. The lunch portions are very small in comparison to other places we have eaten for lunch. The rice is almost too little to mention and you get about half of a chicken breast with it. I know other places offer big lunch portions and soup included."", ""The market here might be a bit saturated with sushi places, but this place stands out. Tegry is clean and decorated well. They really know how to put together a tasty roll. It's reasonably priced, and I've always received great service. The NW Indianapolis location is great too. I always feel good after eating here."", ""Great ambiance - amazing food. 

I recommend the seaweed salad and crunch roll!  Will definitely be coming back."", ""I love this place and I have tried all of the sushi places in the Fishers area! You will not be disappointed, I promise ! DELICIOUS sushi :-)"", ""My mother and I were starving and new to this area's restaurants. We originally went to Buffalo Wild Wings, we were in a time crunch and had to leave before they asked us what we wanted to drink because of their horrible service. As a fan of all Japanese things, as soon as my mother recommended this place I jumped on board asap. I ordered two sushi rolls and tried the salmon nigiri ud83cudf63, it was AMAZING. I had never tried it before and felt like reaching out of my comfort zone. Also I had the strawberry Ramune ""]",4.5
Pizza Hut,39.9592582,-86.0397639,http://www.pizzahut.com/,meal delivery|meal takeaway|restaurant|food,pizza restaurant|Pizza|deliveries|fast food container|meal delivery|meal takeaway|pizzas|restaurant|western food,[],Fishers,+1 317-578-8000,"11722 Allisonville Rd, Fishers, IN 46038, USA",Indiana,United States,Monday: 11:00 AM � 11:00 PM|Tuesday: 11:00 AM � 11:00 PM|Wednesday: 11:00 AM � 11:00 PM|Thursday: 11:00 AM � 11:00 PM|Friday: 11:00 AM � 12:00 AM|Saturday: 11:00 AM � 12:00 AM|Sunday: 11:00 AM � 11:00 PM,1,"[""Sometimes give very good topping but some pizza toppings is very less"", ""Super delicious, super friendly staffs!

HIGHLY RECOMMENDED!"", ""Ordered from here for the 1st time today...my food was delivered to another address and the only thing I was offered was for them to remake my order (which I had already waited an hour for) and get a free 2 liter or cookie....what a joke...definitely wI'll never order from here again."", ""Quick, convenient and consistent... Just wish they had more seating like the old days, but guess this is the drive-thru version."", ""Awesome  employees and very fast service ....
""]",3.2
Wendy's,41.6857124,-86.8943944,https://locations.wendys.com/michigan-city-in-2891?utm_source=google&utm_medium=local&utm_campaign=google-distrib,restaurant|food,fast food restaurant|Fast Food|fast food container|hamburger restaurant|Hamburger|restaurant|western food,[],Michigan City,+1 219-872-0368,"3715 Franklin St, Michigan City, IN 46360, USA",Indiana,United States,Monday: 10:00 AM � 11:00 PM|Tuesday: 10:00 AM � 11:00 PM|Wednesday: 10:00 AM � 11:00 PM|Thursday: 10:00 AM � 11:00 PM|Friday: 10:00 AM � 11:00 PM|Saturday: 10:00 AM � 11:00 PM|Sunday: 10:00 AM � 11:00 PM,1,"[""Speed of service needs to improve but they are consistent on getting the orders right and food being hot"", ""They let their employees smoke pot in the back parking lot while on duty"", ""Great meal deals"", ""Great service inside. The food is good."", ""Today my husband stopped at Wendy's in Michigan City, IN.  This was the worst meal I've had in a long time.  The Chicken Sandwich was over cooked, the fries were all 2"""" or shorter and cold.  My husbands burgers were completely wrong. 2 burgers with mustard, pickle, & onion, no cheese. That should have been pretty easy, right?  He got 2 burgers with cheese, ketchup!    
This Wendy's has hit a new low as far as we are concerned.  We won't be back!
""]",3.3
