name,latitude,longitude,website,categories,sub categories,emails,address_city,phone,address,address_region_1,address_country,opening hours,price_level,rating,burgersales,pizzasales,sodasales
The Dillinger Room,40.4939775,-74.4439384,http://www.thedillingerroom.com/,bar|restaurant|food,bar|bars and pubs|restaurant,[],New Brunswick,+1 732-214-0223,"338 George St, New Brunswick, NJ 08901, USA",New Jersey,United States,Monday: Closed|Tuesday: 12:00 PM ? 12:00 AM|Wednesday: 12:00 PM ? 12:00 AM|Thursday: 12:00 PM ? 2:00 AM|Friday: 12:00 PM ? 2:00 AM|Saturday: 4:00 PM ? 2:00 AM|Sunday: 11:00 AM ? 10:00 PM,2,4.4,76,38,28
Sand Bar & Grill,40.107225,-74.052572,http://sandbarbrielle.com/,bar|restaurant|food,seafood restaurant|Seafood|american restaurant|American|bars and pubs|cocktail bar|ethnic foods|japanese food|restaurant|sushi restaurant|Sushi|western food,"[""support@townsquareinteractive.com""]",Brielle,+1 732-528-7750,"201 Union Ln, Brielle, NJ 08730, USA",New Jersey,United States,Monday: 11:00 AM ? 11:00 PM|Tuesday: 11:00 AM ? 11:00 PM|Wednesday: 11:00 AM ? 11:00 PM|Thursday: 11:00 AM ? 11:00 PM|Friday: 11:00 AM ? 2:00 AM|Saturday: 11:00 AM ? 2:00 AM|Sunday: 11:00 AM ? 11:00 PM,2,4,41,11,65
Diving Horse,39.101126,-74.717732,http://www.thedivinghorseavalon.com/,restaurant|food,seafood restaurant|Seafood|restaurant,"[""jobs@thedivinghorseavalon.com"", ""Jobs@thedivinghorseavalon.com"", ""events@thedivinghorseavalon.com"", ""EVENTS@thepubandkitchen.com""]",Avalon,+1 609-368-5000,"2109 Dune Dr, Avalon, NJ 08202, USA",New Jersey,United States,Monday: 5:00 ? 10:00 PM|Tuesday: 5:00 ? 10:00 PM|Wednesday: 5:00 ? 10:00 PM|Thursday: 5:00 ? 10:00 PM|Friday: 5:00 ? 10:00 PM|Saturday: 5:00 ? 10:00 PM|Sunday: 5:00 ? 10:00 PM,3,4,78,67,18
Jim & Mike's Pizza & Steaks,39.7330713,-75.1311964,http://www.jimandmikespizza.com/,meal takeaway|restaurant|food,pizza restaurant|Pizza|fast food container|italian restaurant|Italian|pizzas|pizzatakeaway|restaurant|western food,[],Pitman,+1 856-582-8044,"7 S Broadway, Pitman, NJ 08071, USA",New Jersey,United States,Monday: 9:00 AM ? 9:00 PM|Tuesday: 9:00 AM ? 9:00 PM|Wednesday: 9:00 AM ? 9:00 PM|Thursday: 9:00 AM ? 9:00 PM|Friday: 9:00 AM ? 10:00 PM|Saturday: 9:00 AM ? 10:00 PM|Sunday: 9:00 AM ? 9:00 PM,1,4.2,79,70,75
Jin Glatt Kosher,40.8468766,-74.1268872,http://www.jinglatt.com/,restaurant|food,chinese restaurant|Chinese|chinese food|ethnic foods,[],Passaic,+1 973-777-4900,"227 Main Ave, Passaic, NJ 07055, USA",New Jersey,United States,Monday: 11:00 AM ? 10:00 PM|Tuesday: 11:00 AM ? 10:00 PM|Wednesday: 11:00 AM ? 10:00 PM|Thursday: 11:00 AM ? 10:00 PM|Friday: 10:00 AM ? 3:00 PM|Saturday: Closed|Sunday: 11:00 AM ? 10:00 PM,1,4.4,52,33,39
Dunkin' Donuts,40.736092,-74.029713,https://www.dunkindonuts.com/?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=338867,bakery|cafe|restaurant|food|store,donut shop|bagel shop|baked goods store|bakeries and patisseries|bakery|breakfast restaurant|coffe container|coffee|coffee shop|espresso bar|fast food container|fast food restaurant|Fast Food|food products|pastry shop|sandwich shop|Sandwich|sweets|tea and coffee merchant,[],Hoboken,+1 201-792-3113,"40 Hudson Pl, Hoboken, NJ 07030, USA",New Jersey,United States,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,1,4.1,81,20,86
POC,40.9096853,-74.031643,http://pocrestaurants.com/,restaurant|food,buffet restaurant|asian fusion restaurant|ethnic foods|japanese food|sushi restaurant|Sushi,"[""pocrestaurants@gmail.com""]",Hackensack,+1 201-488-0888,"450 Hackensack Ave, Hackensack, NJ 07601, USA",New Jersey,United States,"Monday: 11:30 AM ? 2:30 PM, 5:00 ? 9:30 PM|Tuesday: 11:30 AM ? 2:30 PM, 5:00 ? 9:30 PM|Wednesday: 11:30 AM ? 2:30 PM, 5:00 ? 9:30 PM|Thursday: 11:30 AM ? 2:30 PM, 5:00 ? 9:30 PM|Friday: 11:30 AM ? 2:30 PM, 5:00 ? 10:30 PM|Saturday: 11:00 AM ? 3:00 PM, 4:30 ? 10:00 PM|Sunday: 11:00 AM ? 3:00 PM, 4:30 ? 9:00 PM",1,4.1,29,36,44
Anthony Francos Ristorante & Pizzeria,41.041203,-74.6358542,http://www.afpizza.com/sparta,restaurant|food,restaurant|fast food container|pizza restaurant|Pizza|pizzas|western food,[],Sparta Township,+1 973-729-6000,"8 Town Center Dr, Sparta Township, NJ 07871, USA",New Jersey,United States,Monday: 10:00 AM ? 10:00 PM|Tuesday: 10:00 AM ? 10:00 PM|Wednesday: 10:00 AM ? 10:00 PM|Thursday: 10:00 AM ? 10:00 PM|Friday: 10:00 AM ? 10:30 PM|Saturday: 10:00 AM ? 10:30 PM|Sunday: 10:00 AM ? 10:00 PM,2,3.8,41,30,48
Supreme Kabab and Curry,40.4379903,-74.536197,http://www.supremekabab.com,restaurant|food,restaurant|fast food container|fast food restaurant|Fast Food|pakistani restaurant|Pakistani,"[""info@supremekabab.com""]",South Brunswick Township,+1 732-940-2300,"3076 NJ-27 Suite #1, Franklin Park, NJ 08823, USA",New Jersey,United States,Monday: Closed|Tuesday: 9:30 AM ? 8:30 PM|Wednesday: 9:30 AM ? 8:30 PM|Thursday: 9:30 AM ? 8:30 PM|Friday: 9:30 AM ? 8:30 PM|Saturday: 9:30 AM ? 8:30 PM|Sunday: 9:30 AM ? 8:30 PM,1,3.7,88,42,48
Coal Fired Pizza,40.2963859,-74.2993897,http://www.coalpizzeria.com/,restaurant|food,pizza restaurant|Pizza|fast food container|italian restaurant|Italian|pizzas|western food,"[""Solotrattoria@aol.com""]","100 U.S. 9, Manalapan Township",+1 732-677-3220,"100 U.S. 9, Manalapan Township, NJ 07726, USA",New Jersey,United States,Monday: 11:30 AM ? 10:00 PM|Tuesday: 11:30 AM ? 10:00 PM|Wednesday: 11:30 AM ? 10:00 PM|Thursday: 11:30 AM ? 10:00 PM|Friday: 11:30 AM ? 11:00 PM|Saturday: 11:30 AM ? 11:00 PM|Sunday: 11:30 AM ? 9:00 PM,3,3.6,20,58,36
CARS: Sandwiches & Shakes,41.0572679,-74.1389125,http://www.eatatcars.com/,restaurant|food,new us american restaurant|restaurant|western food,[],Ramsey,+1 201-871-8600,"114 E Main St, Ramsey, NJ 07446, USA",New Jersey,United States,Monday: 11:00 AM ? 1:00 AM|Tuesday: 11:00 AM ? 1:00 AM|Wednesday: 11:00 AM ? 1:00 AM|Thursday: 11:00 AM ? 2:00 AM|Friday: 11:00 AM ? 3:00 AM|Saturday: 11:00 AM ? 3:00 AM|Sunday: 12:00 ? 8:00 PM,1,4.1,86,33,70
Subway,41.1648265,-74.5583623,http://www.subway.com/,restaurant|food,restaurant|business service|catering service|fast food container|fast food restaurant|Fast Food|party service|sandwich shop|Sandwich,[],Hamburg,+1 973-823-6305,"3672 NJ-94, Hamburg, NJ 07419, USA",New Jersey,United States,Monday: 7:00 AM ? 9:00 PM|Tuesday: 7:00 AM ? 9:00 PM|Wednesday: 7:00 AM ? 9:00 PM|Thursday: 7:00 AM ? 9:00 PM|Friday: 7:00 AM ? 10:00 PM|Saturday: 7:00 AM ? 10:00 PM|Sunday: 8:00 AM ? 9:00 PM,1,5,68,70,77
Fuji Restaurant,39.8969283,-75.0334453,http://www.fujirestaurant.com/,restaurant|food,japanese restaurant|Japanese|asian restaurant|ethnic foods|japanese food|restaurant|sushi restaurant|Sushi,"[""fujihaddonfield@yahoo.com""]",Haddonfield,+1 856-354-8200,"116 Kings Hwy E, Haddonfield, NJ 08033, USA",New Jersey,United States,"Monday: Closed|Tuesday: 11:30 AM ? 2:30 PM, 4:30 ? 9:00 PM|Wednesday: 11:30 AM ? 2:30 PM, 4:30 ? 9:00 PM|Thursday: 11:30 AM ? 2:30 PM, 4:30 ? 9:00 PM|Friday: 11:30 AM ? 2:30 PM, 5:00 ? 10:00 PM|Saturday: 12:00 ? 2:30 PM, 5:00 ? 10:00 PM|Sunday: 4:00 ? 9:00 PM",3,4.6,40,65,16
Sushi John,40.4047252,-74.6471796,http://www.sushijohn.com/,restaurant|food,japanese restaurant|Japanese|ethnic foods|japanese food|sushi restaurant|Sushi,[],Montgomery,+1 609-921-8551,"1325 US-206, Skillman, NJ 08858, USA",New Jersey,United States,Monday: 11:30 AM ? 9:30 PM|Tuesday: 11:30 AM ? 9:30 PM|Wednesday: 11:30 AM ? 9:30 PM|Thursday: 11:30 AM ? 9:30 PM|Friday: 11:30 AM ? 10:00 PM|Saturday: 11:30 AM ? 10:00 PM|Sunday: 11:30 AM ? 9:30 PM,1,5,67,11,14
